method,alpha,beta,value
estimated,0.48999999999999977,0.3699999999999999,13561.955515292604
estimated,0.48999999999999977,0.3799999999999999,13562.850232792338
estimated,0.48999999999999977,0.3899999999999999,13563.34830736943
estimated,0.48999999999999977,0.3999999999999998,13563.482206687242
estimated,0.48999999999999977,0.4099999999999998,13563.284236594345
estimated,0.48999999999999977,0.4199999999999998,13562.786344573931
estimated,0.48999999999999977,0.4299999999999998,13562.019950095093
estimated,0.48999999999999977,0.43999999999999984,13561.015799631894
estimated,0.48999999999999977,0.44999999999999984,13559.803844318936
estimated,0.48999999999999977,0.45999999999999985,13558.413138050242
estimated,0.48999999999999977,0.46999999999999986,13556.871754006808
estimated,0.48999999999999977,0.47999999999999976,13555.206717527295
estimated,0.48999999999999977,0.48999999999999977,13553.443953431966
estimated,0.48999999999999977,0.4999999999999998,13551.608246004545
estimated,0.48999999999999977,0.5099999999999998,13549.723210115542
estimated,0.48999999999999977,0.5199999999999998,13547.811271797229
estimated,0.48999999999999977,0.5299999999999998,13545.893657338604
estimated,0.48999999999999977,0.5399999999999998,13543.990389411465
estimated,0.48999999999999977,0.5499999999999998,13542.120289610804
estimated,0.48999999999999977,0.5599999999999997,13540.300986339293
estimated,0.48999999999999977,0.5699999999999997,13538.548927520644
estimated,0.48999999999999977,0.5799999999999997,13536.879397479315
estimated,0.48999999999999977,0.5899999999999997,13535.3065376203
estimated,0.48999999999999977,0.5999999999999998,13533.843370389557
estimated,0.48999999999999977,0.6099999999999998,13532.501826278243
estimated,0.48999999999999977,0.6199999999999998,13531.29277355911
estimated,0.48999999999999977,0.6299999999999997,13530.226050485317
estimated,0.48999999999999977,0.6399999999999997,13529.3104997535
estimated,0.48999999999999977,0.6499999999999997,13528.554004979676
estimated,0.48999999999999977,0.6599999999999997,13527.963528973129
estimated,0.48999999999999977,0.6699999999999997,13527.545153637904
estimated,0.48999999999999977,0.6799999999999997,13527.304121226507
estimated,0.48999999999999977,0.6899999999999997,13527.244876792816
estimated,0.48999999999999977,0.6999999999999996,13527.371111550117
estimated,0.48999999999999977,0.7099999999999996,13527.685806941885
estimated,0.48999999999999977,0.7199999999999996,13528.191279215038
estimated,0.48999999999999977,0.7299999999999996,13528.889224193572
estimated,0.48999999999999977,0.7399999999999997,13529.780762120598
estimated,0.48999999999999977,0.7499999999999997,13530.866482227695
estimated,0.48999999999999977,0.7599999999999997,13532.146486888181
estimated,0.48999999999999977,0.7699999999999997,13533.620435096038
estimated,0.48999999999999977,0.7799999999999997,13535.287585081385
estimated,0.48999999999999977,0.7899999999999996,13537.146835863057
estimated,0.48999999999999977,0.7999999999999996,13539.196767503756
estimated,0.48999999999999977,0.8099999999999996,13541.435679962382
estimated,0.48999999999999977,0.8199999999999996,13543.861630341535
estimated,0.48999999999999977,0.8299999999999996,13546.47246838128
estimated,0.48999999999999977,0.8399999999999996,13549.26587010218
estimated,0.48999999999999977,0.8499999999999996,13552.239369423161
estimated,0.48999999999999977,0.8599999999999995,13555.390387744199
estimated,0.48999999999999977,0.8699999999999996,13558.716261321117
estimated,0.48999999999999977,0.8799999999999996,13562.214266450344
estimated,0.48999999999999977,0.8899999999999996,13565.88164236923
estimated,0.48999999999999977,0.8999999999999996,13569.715611874666
estimated,0.48999999999999977,0.9099999999999996,13573.713399640532
estimated,0.48999999999999977,0.9199999999999996,13577.872248255015
estimated,0.48999999999999977,0.9299999999999996,13582.189432005269
estimated,0.48999999999999977,0.9399999999999996,13586.662268449001
estimated,0.48999999999999977,0.9499999999999995,13591.288127846607
estimated,0.48999999999999977,0.9599999999999995,13596.064440535018
estimated,0.48999999999999977,0.9699999999999995,13600.988702322587
estimated,0.48999999999999977,0.9799999999999995,13606.058478031655
estimated,0.48999999999999977,0.9899999999999995,13611.271403320698
estimated,0.4999999999999998,0.1,13262.116074464648
estimated,0.4999999999999998,0.11,13276.702481422677
estimated,0.4999999999999998,0.12,13291.138521741494
estimated,0.4999999999999998,0.13,13305.401266763742
estimated,0.4999999999999998,0.13999999999999999,13319.443614828175
estimated,0.4999999999999998,0.14999999999999997,13333.205712385448
estimated,0.4999999999999998,0.15999999999999998,13346.623118021958
estimated,0.4999999999999998,0.16999999999999998,13359.63233371901
estimated,0.4999999999999998,0.17999999999999997,13372.174344017401
estimated,0.4999999999999998,0.18999999999999995,13384.196716068858
estimated,0.4999999999999998,0.19999999999999996,13395.654698052407
estimated,0.4999999999999998,0.20999999999999996,13406.511643535194
estimated,0.4999999999999998,0.21999999999999995,13416.738996537897
estimated,0.4999999999999998,0.22999999999999995,13426.31600093734
estimated,0.4999999999999998,0.23999999999999994,13435.229244092448
estimated,0.4999999999999998,0.24999999999999992,13443.472107993975
estimated,0.4999999999999998,0.2599999999999999,13451.044174364635
estimated,0.4999999999999998,0.2699999999999999,13457.950614370331
estimated,0.4999999999999998,0.2799999999999999,13464.201581143747
estimated,0.4999999999999998,0.2899999999999999,13469.811617508694
estimated,0.4999999999999998,0.29999999999999993,13474.799086406476
estimated,0.4999999999999998,0.30999999999999994,13479.185628660032
estimated,0.4999999999999998,0.3199999999999999,13482.99565161039
estimated,0.4999999999999998,0.32999999999999985,13486.255850733474
estimated,0.4999999999999998,0.33999999999999986,13488.994765465273
estimated,0.4999999999999998,0.34999999999999987,13491.242369996467
estimated,0.4999999999999998,0.3599999999999999,13493.02969926462
estimated,0.4999999999999998,0.3699999999999999,13494.38851008995
estimated,0.4999999999999998,0.3799999999999999,13495.350976208116
estimated,0.4999999999999998,0.3899999999999999,13495.949416657839
estimated,0.4999999999999998,0.3999999999999998,13496.216055728633
estimated,0.4999999999999998,0.4099999999999998,13496.18281300104
estimated,0.4999999999999998,0.4199999999999998,13495.881121371518
estimated,0.4999999999999998,0.4299999999999998,13495.341771278629
estimated,0.4999999999999998,0.43999999999999984,13494.5947784613
estimated,0.4999999999999998,0.44999999999999984,13493.669274012684
estimated,0.4999999999999998,0.45999999999999985,13492.593413337203
estimated,0.4999999999999998,0.46999999999999986,13491.394303078301
estimated,0.4999999999999998,0.47999999999999976,13490.097943371538
estimated,0.4999999999999998,0.48999999999999977,13488.729183810963
estimated,0.4999999999999998,0.4999999999999998,13487.311691319046
estimated,0.4999999999999998,0.5099999999999998,13485.867928716767
estimated,0.4999999999999998,0.5199999999999998,13484.419142091669
estimated,0.4999999999999998,0.5299999999999998,13482.985356283974
estimated,0.4999999999999998,0.5399999999999998,13481.585377221565
estimated,0.4999999999999998,0.5499999999999998,13480.236800205465
estimated,0.4999999999999998,0.5599999999999997,13478.956023477669
estimated,0.4999999999999998,0.5699999999999997,13477.75826637692
estimated,0.4999999999999998,0.5799999999999997,13476.657591555953
estimated,0.4999999999999998,0.5899999999999997,13475.666930801024
estimated,0.4999999999999998,0.5999999999999998,13474.798114050089
estimated,0.4999999999999998,0.6099999999999998,13474.061901287034
estimated,0.4999999999999998,0.6199999999999998,13473.468016961762
estimated,0.4999999999999998,0.6299999999999997,13473.025186697372
estimated,0.4999999999999998,0.6399999999999997,13472.74117599113
estimated,0.4999999999999998,0.6499999999999997,13472.622830678329
estimated,0.4999999999999998,0.6599999999999997,13472.676118875614
estimated,0.4999999999999998,0.6699999999999997,13472.906174195445
estimated,0.4999999999999998,0.6799999999999997,13473.317339972882
estimated,0.4999999999999998,0.6899999999999997,13473.913214234539
estimated,0.4999999999999998,0.6999999999999996,13474.69669519382
estimated,0.4999999999999998,0.7099999999999996,13475.670027012971
estimated,0.4999999999999998,0.7199999999999996,13476.834845631509
estimated,0.4999999999999998,0.7299999999999996,13478.192224272736
estimated,0.4999999999999998,0.7399999999999997,13479.742718654083
estimated,0.4999999999999998,0.7499999999999997,13481.486411392138
estimated,0.4999999999999998,0.7599999999999997,13483.422955591202
estimated,0.4999999999999998,0.7699999999999997,13485.551617318
estimated,0.4999999999999998,0.7799999999999997,13487.871316781713
estimated,0.4999999999999998,0.7899999999999996,13490.380668056552
estimated,0.4999999999999998,0.7999999999999996,13493.078017171705
estimated,0.4999999999999998,0.8099999999999996,13495.961478400257
estimated,0.4999999999999998,0.8199999999999996,13499.028968687982
estimated,0.4999999999999998,0.8299999999999996,13502.278239980418
estimated,0.4999999999999998,0.8399999999999996,13505.706909539858
estimated,0.4999999999999998,0.8499999999999996,13509.312487949335
estimated,0.4999999999999998,0.8599999999999995,13513.092404956556
estimated,0.4999999999999998,0.8699999999999996,13517.044032986743
estimated,0.4999999999999998,0.8799999999999996,13521.164708351118
estimated,0.4999999999999998,0.8899999999999996,13525.451750160453
estimated,0.4999999999999998,0.8999999999999996,13529.902476937717
estimated,0.4999999999999998,0.9099999999999996,13534.514220980282
estimated,0.4999999999999998,0.9199999999999996,13539.284340525457
estimated,0.4999999999999998,0.9299999999999996,13544.210229787526
estimated,0.4999999999999998,0.9399999999999996,13549.289326952308
estimated,0.4999999999999998,0.9499999999999995,13554.519120236047
estimated,0.4999999999999998,0.9599999999999995,13559.89715210135
estimated,0.4999999999999998,0.9699999999999995,13565.421021806644
estimated,0.4999999999999998,0.9799999999999995,13571.088386340089
estimated,0.4999999999999998,0.9899999999999995,13576.896959992522
estimated,0.5099999999999998,0.1,13202.187658590967
estimated,0.5099999999999998,0.11,13216.635264502565
estimated,0.5099999999999998,0.12,13230.90743859962
estimated,0.5099999999999998,0.13,13244.981160561321
estimated,0.5099999999999998,0.13999999999999999,13258.810767610785
estimated,0.5099999999999998,0.14999999999999997,13272.338927957393
estimated,0.5099999999999998,0.15999999999999998,13285.504442219484
estimated,0.5099999999999998,0.16999999999999998,13298.247495396077
estimated,0.5099999999999998,0.17999999999999997,13310.51298789862
estimated,0.5099999999999998,0.18999999999999995,13322.252484620312
estimated,0.5099999999999998,0.19999999999999996,13333.425205724727
estimated,0.5099999999999998,0.20999999999999996,13343.998374648108
estimated,0.5099999999999998,0.21999999999999995,13353.947149255659
estimated,0.5099999999999998,0.22999999999999995,13363.254292756526
estimated,0.5099999999999998,0.23999999999999994,13371.909690059858
estimated,0.5099999999999998,0.24999999999999992,13379.909779108973
estimated,0.5099999999999998,0.2599999999999999,13387.256942697095
estimated,0.5099999999999998,0.2699999999999999,13393.958889012212
estimated,0.5099999999999998,0.2799999999999999,13400.028039542096
estimated,0.5099999999999998,0.2899999999999999,13405.48093563544
estimated,0.5099999999999998,0.29999999999999993,13410.33767067616
estimated,0.5099999999999998,0.30999999999999994,13414.62135327768
estimated,0.5099999999999998,0.3199999999999999,13418.357603209663
estimated,0.5099999999999998,0.32999999999999985,13421.574082984658
estimated,0.5099999999999998,0.33999999999999986,13424.300065422363
estimated,0.5099999999999998,0.34999999999999987,13426.566037734263
estimated,0.5099999999999998,0.3599999999999999,13428.403341878147
estimated,0.5099999999999998,0.3699999999999999,13429.843850576803
estimated,0.5099999999999998,0.3799999999999999,13430.919677857037
estimated,0.5099999999999998,0.3899999999999999,13431.662922786274
estimated,0.5099999999999998,0.3999999999999998,13432.105444531351
estimated,0.5099999999999998,0.4099999999999998,13432.278667107097
estimated,0.5099999999999998,0.4199999999999998,13432.213411455537
estimated,0.5099999999999998,0.4299999999999998,13431.939752731787
estimated,0.5099999999999998,0.43999999999999984,13431.486900792122
estimated,0.5099999999999998,0.44999999999999984,13430.883101432888
estimated,0.5099999999999998,0.45999999999999985,13430.15555629331
estimated,0.5099999999999998,0.46999999999999986,13429.330359495267
estimated,0.5099999999999998,0.47999999999999976,13428.43244901404
estimated,0.5099999999999998,0.48999999999999977,13427.485570977658
estimated,0.5099999999999998,0.4999999999999998,13426.51225539738
estimated,0.5099999999999998,0.5099999999999998,13425.533801789683
estimated,0.5099999999999998,0.5199999999999998,13424.57027346079
estimated,0.5099999999999998,0.5299999999999998,13423.640499300855
estimated,0.5099999999999998,0.5399999999999998,13422.762082220484
estimated,0.5099999999999998,0.5499999999999998,13421.95141320641
estimated,0.5099999999999998,0.5599999999999997,13421.22369045686
estimated,0.5099999999999998,0.5699999999999997,13420.592942894342
estimated,0.5099999999999998,0.5799999999999997,13420.072057526975
estimated,0.5099999999999998,0.5899999999999997,13419.672810201379
estimated,0.5099999999999998,0.5999999999999998,13419.405899391304
estimated,0.5099999999999998,0.6099999999999998,13419.280982542867
estimated,0.5099999999999998,0.6199999999999998,13419.306714778466
estimated,0.5099999999999998,0.6299999999999997,13419.490789533156
estimated,0.5099999999999998,0.6399999999999997,13419.83998093863
estimated,0.5099999999999998,0.6499999999999997,13420.360187557142
estimated,0.5099999999999998,0.6599999999999997,13421.056477287275
estimated,0.5099999999999998,0.6699999999999997,13421.933133092494
estimated,0.5099999999999998,0.6799999999999997,13422.993699400417
estimated,0.5099999999999998,0.6899999999999997,13424.24102872631
estimated,0.5099999999999998,0.6999999999999996,13425.677328461283
estimated,0.5099999999999998,0.7099999999999996,13427.304207443467
estimated,0.5099999999999998,0.7199999999999996,13429.122722113896
estimated,0.5099999999999998,0.7299999999999996,13431.133422015784
estimated,0.5099999999999998,0.7399999999999997,13433.336394412132
estimated,0.5099999999999998,0.7499999999999997,13435.731307813885
estimated,0.5099999999999998,0.7599999999999997,13438.31745419223
estimated,0.5099999999999998,0.7699999999999997,13441.093789756462
estimated,0.5099999999999998,0.7799999999999997,13444.058974030037
estimated,0.5099999999999998,0.7899999999999996,13447.211407161247
estimated,0.5099999999999998,0.7999999999999996,13450.54926529956
estimated,0.5099999999999998,0.8099999999999996,13454.070533929282
estimated,0.5099999999999998,0.8199999999999996,13457.773039039888
estimated,0.5099999999999998,0.8299999999999996,13461.654476109312
estimated,0.5099999999999998,0.8399999999999996,13465.712436798533
estimated,0.5099999999999998,0.8499999999999996,13469.94443335155
estimated,0.5099999999999998,0.8599999999999995,13474.347920656635
estimated,0.5099999999999998,0.8699999999999996,13478.920316017153
estimated,0.5099999999999998,0.8799999999999996,13483.659016595977
estimated,0.5099999999999998,0.8899999999999996,13488.561414627486
estimated,0.5099999999999998,0.8999999999999996,13493.624910425755
estimated,0.5099999999999998,0.9099999999999996,13498.846923267121
estimated,0.5099999999999998,0.9199999999999996,13504.224900273804
estimated,0.5099999999999998,0.9299999999999996,13509.75632331632
estimated,0.5099999999999998,0.9399999999999996,13515.438714181477
estimated,0.5099999999999998,0.9499999999999995,13521.269637991501
estimated,0.5099999999999998,0.9599999999999995,13527.246705140917
estimated,0.5099999999999998,0.9699999999999995,13533.36757180523
estimated,0.5099999999999998,0.9799999999999995,13539.629939222059
estimated,0.5099999999999998,0.9899999999999995,13546.031551875818
estimated,0.5199999999999998,0.1,13144.258918184116
estimated,0.5199999999999998,0.11,13158.577307695909
estimated,0.5199999999999998,0.12,13172.697579355648
estimated,0.5199999999999998,0.13,13186.59688274918
estimated,0.5199999999999998,0.13999999999999999,13200.231149798065
estimated,0.5199999999999998,0.14999999999999997,13213.545639621705
estimated,0.5199999999999998,0.15999999999999998,13226.482395186982
estimated,0.5199999999999998,0.16999999999999998,13238.985230543822
estimated,0.5199999999999998,0.17999999999999997,13251.002865735967
estimated,0.5199999999999998,0.18999999999999995,13262.490734092336
estimated,0.5199999999999998,0.19999999999999996,13273.41187210883
estimated,0.5199999999999998,0.20999999999999996,13283.737196481188
estimated,0.5199999999999998,0.21999999999999995,13293.445385454857
estimated,0.5199999999999998,0.22999999999999995,13302.5225148676
estimated,0.5199999999999998,0.23999999999999994,13310.961550310847
estimated,0.5199999999999998,0.24999999999999992,13318.761761698906
estimated,0.5199999999999998,0.2599999999999999,13325.928104335058
estimated,0.5199999999999998,0.2699999999999999,13332.470593314005
estimated,0.5199999999999998,0.2799999999999999,13338.403689239378
estimated,0.5199999999999998,0.2899999999999999,13343.745705938956
estimated,0.5199999999999998,0.29999999999999993,13348.518247098738
estimated,0.5199999999999998,0.30999999999999994,13352.74567600146
estimated,0.5199999999999998,0.3199999999999999,13356.454621190382
estimated,0.5199999999999998,0.32999999999999985,13359.673518992024
estimated,0.5199999999999998,0.33999999999999986,13362.432193972976
estimated,0.5199999999999998,0.34999999999999987,13364.761476918202
estimated,0.5199999999999998,0.3599999999999999,13366.692860093137
estimated,0.5199999999999998,0.3699999999999999,13368.258188353186
estimated,0.5199999999999998,0.3799999999999999,13369.489385073271
estimated,0.5199999999999998,0.3899999999999999,13370.418211018905
estimated,0.5199999999999998,0.3999999999999998,13371.076054319705
estimated,0.5199999999999998,0.4099999999999998,13371.493749310719
estimated,0.5199999999999998,0.4199999999999998,13371.701422208269
estimated,0.5199999999999998,0.4299999999999998,13371.728361132113
estimated,0.5199999999999998,0.43999999999999984,13371.60290857467
estimated,0.5199999999999998,0.44999999999999984,13371.352373556228
estimated,0.5199999999999998,0.45999999999999985,13371.002961950264
estimated,0.5199999999999998,0.46999999999999986,13370.579722533028
estimated,0.5199999999999998,0.47999999999999976,13370.106507123308
estimated,0.5199999999999998,0.48999999999999977,13369.605943049386
estimated,0.5199999999999998,0.4999999999999998,13369.099416415276
estimated,0.5199999999999998,0.5099999999999998,13368.607064799118
estimated,0.5199999999999998,0.5199999999999998,13368.147778147339
estimated,0.5199999999999998,0.5299999999999998,13367.739206887265
estimated,0.5199999999999998,0.5399999999999998,13367.397776205678
estimated,0.5199999999999998,0.5499999999999998,13367.138705805464
estimated,0.5199999999999998,0.5599999999999997,13366.97603438481
estimated,0.5199999999999998,0.5699999999999997,13366.922648260168
estimated,0.5199999999999998,0.5799999999999997,13366.990313532326
estimated,0.5199999999999998,0.5899999999999997,13367.189711523306
estimated,0.5199999999999998,0.5999999999999998,13367.530476744418
estimated,0.5199999999999998,0.6099999999999998,13368.021237325696
estimated,0.5199999999999998,0.6199999999999998,13368.66965736438
estimated,0.5199999999999998,0.6299999999999997,13369.482480930668
estimated,0.5199999999999998,0.6399999999999997,13370.465577382241
estimated,0.5199999999999998,0.6499999999999997,13371.623987713832
estimated,0.5199999999999998,0.6599999999999997,13372.961971623581
estimated,0.5199999999999998,0.6699999999999997,13374.483055012959
estimated,0.5199999999999998,0.6799999999999997,13376.190077686128
estimated,0.5199999999999998,0.6899999999999997,13378.085240889768
estimated,0.5199999999999998,0.6999999999999996,13380.170154520112
estimated,0.5199999999999998,0.7099999999999996,13382.445883739705
estimated,0.5199999999999998,0.7199999999999996,13384.9129946938
estimated,0.5199999999999998,0.7299999999999996,13387.571599202407
estimated,0.5199999999999998,0.7399999999999997,13390.421398157732
estimated,0.5199999999999998,0.7499999999999997,13393.461723449904
estimated,0.5199999999999998,0.7599999999999997,13396.69157824046
estimated,0.5199999999999998,0.7699999999999997,13400.109675476686
estimated,0.5199999999999998,0.7799999999999997,13403.714474416978
estimated,0.5199999999999998,0.7899999999999996,13407.504215103547
estimated,0.5199999999999998,0.7999999999999996,13411.47695076915
estimated,0.5199999999999998,0.8099999999999996,13415.630577881586
estimated,0.5199999999999998,0.8199999999999996,13419.962864011368
estimated,0.5199999999999998,0.8299999999999996,13424.471473333286
estimated,0.5199999999999998,0.8399999999999996,13429.153989808085
estimated,0.5199999999999998,0.8499999999999996,13434.007938018385
estimated,0.5199999999999998,0.8599999999999995,13439.03080174914
estimated,0.5199999999999998,0.8699999999999996,13444.220040237178
estimated,0.5199999999999998,0.8799999999999996,13449.573102293938
estimated,0.5199999999999998,0.8899999999999996,13455.08743824239
estimated,0.5199999999999998,0.8999999999999996,13460.760509905425
estimated,0.5199999999999998,0.9099999999999996,13466.58979859009
estimated,0.5199999999999998,0.9199999999999996,13472.57281133174
estimated,0.5199999999999998,0.9299999999999996,13478.707085440697
estimated,0.5199999999999998,0.9399999999999996,13484.99019153453
estimated,0.5199999999999998,0.9499999999999995,13491.419735170368
estimated,0.5199999999999998,0.9599999999999995,13497.993357256484
estimated,0.5199999999999998,0.9699999999999995,13504.708733380847
estimated,0.5199999999999998,0.9799999999999995,13511.56357221821
estimated,0.5199999999999998,0.9899999999999995,13518.555613176186
estimated,0.5299999999999998,0.1,13088.295083226483
estimated,0.5299999999999998,0.11,13102.495297510404
estimated,0.5299999999999998,0.12,13116.476999600402
estimated,0.5299999999999998,0.13,13130.21773242347
estimated,0.5299999999999998,0.13999999999999999,13143.675147218275
estimated,0.5299999999999998,0.14999999999999997,13156.797138103713
estimated,0.5299999999999998,0.15999999999999998,13169.528970614976
estimated,0.5299999999999998,0.16999999999999998,13181.818018266356
estimated,0.5299999999999998,0.17999999999999997,13193.616712479336
estimated,0.5299999999999998,0.18999999999999995,13204.884216651333
estimated,0.5299999999999998,0.19999999999999996,13215.58722176483
estimated,0.5299999999999998,0.20999999999999996,13225.70015751532
estimated,0.5299999999999998,0.21999999999999995,13235.205027986625
estimated,0.5299999999999998,0.22999999999999995,13244.091016334116
estimated,0.5299999999999998,0.23999999999999994,13252.353955508655
estimated,0.5299999999999998,0.24999999999999992,13259.995729340939
estimated,0.5299999999999998,0.2599999999999999,13267.02364520536
estimated,0.5299999999999998,0.2699999999999999,13273.449804988773
estimated,0.5299999999999998,0.2799999999999999,13279.290490892423
estimated,0.5299999999999998,0.2899999999999999,13284.565576502393
estimated,0.5299999999999998,0.29999999999999993,13289.297969803943
estimated,0.5299999999999998,0.30999999999999994,13293.513091379278
estimated,0.5299999999999998,0.3199999999999999,13297.238390748113
estimated,0.5299999999999998,0.32999999999999985,13300.502901292342
estimated,0.5299999999999998,0.33999999999999986,13303.336834216285
estimated,0.5299999999999998,0.34999999999999987,13305.771211162024
estimated,0.5299999999999998,0.3599999999999999,13307.837534335502
estimated,0.5299999999999998,0.3699999999999999,13309.567493001294
estimated,0.5299999999999998,0.3799999999999999,13310.99270463482
estimated,0.5299999999999998,0.3899999999999999,13312.144488670854
estimated,0.5299999999999998,0.3999999999999998,13313.053670941561
estimated,0.5299999999999998,0.4099999999999998,13313.750416318107
estimated,0.5299999999999998,0.4199999999999998,13314.264087414384
estimated,0.5299999999999998,0.4299999999999998,13314.62312699674
estimated,0.5299999999999998,0.43999999999999984,13314.854961730965
estimated,0.5299999999999998,0.44999999999999984,13314.985925198504
estimated,0.5299999999999998,0.45999999999999985,13315.041197937346
estimated,0.5299999999999998,0.46999999999999986,13315.044762767711
estimated,0.5299999999999998,0.47999999999999976,13315.019373323692
estimated,0.5299999999999998,0.48999999999999977,13314.986534448602
estimated,0.5299999999999998,0.4999999999999998,13314.966492797037
estimated,0.5299999999999998,0.5099999999999998,13314.97823636103
estimated,0.5299999999999998,0.5199999999999998,13315.039501835794
estimated,0.5299999999999998,0.5299999999999998,13315.166788735558
estimated,0.5299999999999998,0.5399999999999998,13315.375379392823
estimated,0.5299999999999998,0.5499999999999998,13315.67936409525
estimated,0.5299999999999998,0.5599999999999997,13316.091670593329
estimated,0.5299999999999998,0.5699999999999997,13316.62409747177
estimated,0.5299999999999998,0.5799999999999997,13317.28735080852
estimated,0.5299999999999998,0.5899999999999997,13318.091083617019
estimated,0.5299999999999998,0.5999999999999998,13319.043937697645
estimated,0.5299999999999998,0.6099999999999998,13320.153587431789
estimated,0.5299999999999998,0.6199999999999998,13321.426785202259
estimated,0.5299999999999998,0.6299999999999997,13322.869408092765
estimated,0.5299999999999998,0.6399999999999997,13324.48650542155
estimated,0.5299999999999998,0.6499999999999997,13326.282346985688
estimated,0.5299999999999998,0.6599999999999997,13328.260471532893
estimated,0.5299999999999998,0.6699999999999997,13330.423735280312
estimated,0.5299999999999998,0.6799999999999997,13332.774360157484
estimated,0.5299999999999998,0.6899999999999997,13335.313981504081
estimated,0.5299999999999998,0.6999999999999996,13338.043695024551
estimated,0.5299999999999998,0.7099999999999996,13340.964102678738
estimated,0.5299999999999998,0.7199999999999996,13344.075357370244
estimated,0.5299999999999998,0.7299999999999996,13347.377206183623
estimated,0.5299999999999998,0.7399999999999997,13350.869032012391
estimated,0.5299999999999998,0.7499999999999997,13354.549893381127
estimated,0.5299999999999998,0.7599999999999997,13358.418562374573
estimated,0.5299999999999998,0.7699999999999997,13362.473560478902
estimated,0.5299999999999998,0.7799999999999997,13366.713192303632
estimated,0.5299999999999998,0.7899999999999996,13371.135577046703
estimated,0.5299999999999998,0.7999999999999996,13375.738677688996
estimated,0.5299999999999998,0.8099999999999996,13380.520327845783
estimated,0.5299999999999998,0.8199999999999996,13385.478256297049
estimated,0.5299999999999998,0.8299999999999996,13390.610109151352
estimated,0.5299999999999998,0.8399999999999996,13395.91346971577
estimated,0.5299999999999998,0.8499999999999996,13401.38587611345
estimated,0.5299999999999998,0.8599999999999995,13407.024836641478
estimated,0.5299999999999998,0.8699999999999996,13412.827843055442
estimated,0.5299999999999998,0.8799999999999996,13418.792381787147
estimated,0.5299999999999998,0.8899999999999996,13424.915943246706
estimated,0.5299999999999998,0.8999999999999996,13431.196029308101
estimated,0.5299999999999998,0.9099999999999996,13437.630159132126
estimated,0.5299999999999998,0.9199999999999996,13444.215873451589
estimated,0.5299999999999998,0.9299999999999996,13450.950737429395
estimated,0.5299999999999998,0.9399999999999996,13457.83234234165
estimated,0.5299999999999998,0.9499999999999995,13464.858306105238
estimated,0.5299999999999998,0.9599999999999995,13472.026272903613
estimated,0.5299999999999998,0.9699999999999995,13479.333912048758
estimated,0.5299999999999998,0.9799999999999995,13486.778916181951
estimated,0.5299999999999998,0.9899999999999995,13494.358999001332
estimated,0.5399999999999998,0.1,13034.262714501914
estimated,0.5399999999999998,0.11,13048.357036797659
estimated,0.5399999999999998,0.12,13062.214649334395
estimated,0.5399999999999998,0.13,13075.81367775328
estimated,0.5399999999999998,0.13999999999999999,13089.113589575507
estimated,0.5399999999999998,0.14999999999999997,13102.064936005281
estimated,0.5399999999999998,0.15999999999999998,13114.6161681923
estimated,0.5399999999999998,0.16999999999999998,13126.718136391855
estimated,0.5399999999999998,0.17999999999999997,13138.326865454916
estimated,0.5399999999999998,0.18999999999999995,13149.405103753612
estimated,0.5399999999999998,0.19999999999999996,13159.923030838318
estimated,0.5399999999999998,0.20999999999999996,13169.858407568054
estimated,0.5399999999999998,0.21999999999999995,13179.19637007313
estimated,0.5399999999999998,0.22999999999999995,13187.929006303752
estimated,0.5399999999999998,0.23999999999999994,13196.05480862639
estimated,0.5399999999999998,0.24999999999999992,13203.578063719366
estimated,0.5399999999999998,0.2599999999999999,13210.508219662746
estimated,0.5399999999999998,0.2699999999999999,13216.859255665038
estimated,0.5399999999999998,0.2799999999999999,13222.649070125122
estimated,0.5399999999999998,0.2899999999999999,13227.89889713383
estimated,0.5399999999999998,0.29999999999999993,13232.632757218458
estimated,0.5399999999999998,0.30999999999999994,13236.876945806742
estimated,0.5399999999999998,0.3199999999999999,13240.659561205399
estimated,0.5399999999999998,0.32999999999999985,13244.010072785504
estimated,0.5399999999999998,0.33999999999999986,13246.958929176782
estimated,0.5399999999999998,0.34999999999999987,13249.537205667839
estimated,0.5399999999999998,0.3599999999999999,13251.776289579953
estimated,0.5399999999999998,0.3699999999999999,13253.707602000071
estimated,0.5399999999999998,0.3799999999999999,13255.362353917812
estimated,0.5399999999999998,0.3899999999999999,13256.771334673424
estimated,0.5399999999999998,0.3999999999999998,13257.964730383415
estimated,0.5399999999999998,0.4099999999999998,13258.971969963448
estimated,0.5399999999999998,0.4199999999999998,13259.821596566797
estimated,0.5399999999999998,0.4299999999999998,13260.541161675283
estimated,0.5399999999999998,0.43999999999999984,13261.157139994102
estimated,0.5399999999999998,0.44999999999999984,13261.69486265741
estimated,0.5399999999999998,0.45999999999999985,13262.178466844138
estimated,0.5399999999999998,0.46999999999999986,13262.630859848181
estimated,0.5399999999999998,0.47999999999999976,13263.07369586753
estimated,0.5399999999999998,0.48999999999999977,13263.527363944675
estimated,0.5399999999999998,0.4999999999999998,13264.01098564863
estimated,0.5399999999999998,0.5099999999999998,13264.542421199994
estimated,0.5399999999999998,0.5199999999999998,13265.138282991438
estimated,0.5399999999999998,0.5299999999999998,13265.813955441514
estimated,0.5399999999999998,0.5399999999999998,13266.583620387475
estimated,0.5399999999999998,0.5499999999999998,13267.460287205711
