method,alpha,beta,value
heuristic,0.9199999999999996,0.7899999999999996,13934.071666675462
heuristic,0.9199999999999996,0.7999999999999996,13968.152367661423
heuristic,0.9199999999999996,0.8099999999999996,14002.504186649052
heuristic,0.9199999999999996,0.8199999999999996,14037.127604612762
heuristic,0.9199999999999996,0.8299999999999996,14072.023163068361
heuristic,0.9199999999999996,0.8399999999999996,14107.191465422917
heuristic,0.9199999999999996,0.8499999999999996,14142.633178173604
heuristic,0.9199999999999996,0.8599999999999995,14178.349032361464
heuristic,0.9199999999999996,0.8699999999999996,14214.339825072546
heuristic,0.9199999999999996,0.8799999999999996,14250.606420988881
heuristic,0.9199999999999996,0.8899999999999996,14287.149754100852
heuristic,0.9199999999999996,0.8999999999999996,14323.970829718417
heuristic,0.9199999999999996,0.9099999999999996,14361.070726305481
heuristic,0.9199999999999996,0.9199999999999996,14398.450597876594
heuristic,0.9199999999999996,0.9299999999999996,14436.111676275093
heuristic,0.9199999999999996,0.9399999999999996,14474.055273898815
heuristic,0.9199999999999996,0.9499999999999995,14512.282786449958
heuristic,0.9199999999999996,0.9599999999999995,14550.795695966834
heuristic,0.9199999999999996,0.9699999999999995,14589.595574150118
heuristic,0.9199999999999996,0.9799999999999995,14628.68408571411
heuristic,0.9199999999999996,0.9899999999999995,14668.062992326257
heuristic,0.9299999999999996,0.1,12170.086802649208
heuristic,0.9299999999999996,0.11,12192.301144814955
heuristic,0.9299999999999996,0.12,12214.403540992787
heuristic,0.9299999999999996,0.13,12236.405674055148
heuristic,0.9299999999999996,0.13999999999999999,12258.31600416483
heuristic,0.9299999999999996,0.14999999999999997,12280.142222839944
heuristic,0.9299999999999996,0.15999999999999998,12301.892702592553
heuristic,0.9299999999999996,0.16999999999999998,12323.577235719897
heuristic,0.9299999999999996,0.17999999999999997,12345.20730167649
heuristic,0.9299999999999996,0.18999999999999995,12366.79604048593
heuristic,0.9299999999999996,0.19999999999999996,12388.358056556373
heuristic,0.9299999999999996,0.20999999999999996,12409.90913642118
heuristic,0.9299999999999996,0.21999999999999995,12431.465934431966
heuristic,0.9299999999999996,0.22999999999999995,12453.04565988591
heuristic,0.9299999999999996,0.23999999999999994,12474.665785161698
heuristic,0.9299999999999996,0.24999999999999992,12496.343785344732
heuristic,0.9299999999999996,0.2599999999999999,12518.09691375713
heuristic,0.9299999999999996,0.2699999999999999,12539.942014362961
heuristic,0.9299999999999996,0.2799999999999999,12561.895369616743
heuristic,0.9299999999999996,0.2899999999999999,12583.972581125377
heuristic,0.9299999999999996,0.29999999999999993,12606.1884798941
heuristic,0.9299999999999996,0.30999999999999994,12628.557062679956
heuristic,0.9299999999999996,0.3199999999999999,12651.091450867714
heuristic,0.9299999999999996,0.32999999999999985,12673.803868770072
heuristic,0.9299999999999996,0.33999999999999986,12696.70563792879
heuristic,0.9299999999999996,0.34999999999999987,12719.807184926674
heuristic,0.9299999999999996,0.3599999999999999,12743.118059966238
heuristic,0.9299999999999996,0.3699999999999999,12766.646964122925
heuristic,0.9299999999999996,0.3799999999999999,12790.40178325602
heuristic,0.9299999999999996,0.3899999999999999,12814.389626877553
heuristic,0.9299999999999996,0.3999999999999998,12838.616870626181
heuristic,0.9299999999999996,0.4099999999999998,12863.08920102245
heuristic,0.9299999999999996,0.4199999999999998,12887.811661538559
heuristic,0.9299999999999996,0.4299999999999998,12912.788699093398
heuristic,0.9299999999999996,0.43999999999999984,12938.024210311907
heuristic,0.9299999999999996,0.44999999999999984,12963.521587016923
heuristic,0.9299999999999996,0.45999999999999985,12989.283760289723
heuristic,0.9299999999999996,0.46999999999999986,13015.313243199704
heuristic,0.9299999999999996,0.47999999999999976,13041.612171400318
heuristic,0.9299999999999996,0.48999999999999977,13068.182341841557
heuristic,0.9299999999999996,0.4999999999999998,13095.025249328488
heuristic,0.9299999999999996,0.5099999999999998,13122.142120731087
heuristic,0.9299999999999996,0.5199999999999998,13149.53394704976
heuristic,0.9299999999999996,0.5299999999999998,13177.20151317993
heuristic,0.9299999999999996,0.5399999999999998,13205.145425463406
heuristic,0.9299999999999996,0.5499999999999998,13233.366137091798
heuristic,0.9299999999999996,0.5599999999999997,13261.863971453482
heuristic,0.9299999999999996,0.5699999999999997,13290.639143481505
heuristic,0.9299999999999996,0.5799999999999997,13319.691779073386
heuristic,0.9299999999999996,0.5899999999999997,13349.021932781387
heuristic,0.9299999999999996,0.5999999999999998,13378.629603814634
heuristic,0.9299999999999996,0.6099999999999998,13408.514750445349
heuristic,0.9299999999999996,0.6199999999999998,13438.677303003939
heuristic,0.9299999999999996,0.6299999999999997,13469.117175500462
heuristic,0.9299999999999996,0.6399999999999997,13499.834275982777
heuristic,0.9299999999999996,0.6499999999999997,13530.828515885463
heuristic,0.9299999999999996,0.6599999999999997,13562.099818153118
heuristic,0.9299999999999996,0.6699999999999997,13593.6481245594
heuristic,0.9299999999999996,0.6799999999999997,13625.47340216741
heuristic,0.9299999999999996,0.6899999999999997,13657.575648975442
heuristic,0.9299999999999996,0.6999999999999996,13689.954898969523
heuristic,0.9299999999999996,0.7099999999999996,13722.611226463303
heuristic,0.9299999999999996,0.7199999999999996,13755.54475003596
heuristic,0.9299999999999996,0.7299999999999996,13788.755635908494
heuristic,0.9299999999999996,0.7399999999999997,13822.244101037188
heuristic,0.9299999999999996,0.7499999999999997,13856.0104156728
heuristic,0.9299999999999996,0.7599999999999997,13890.054906023875
heuristic,0.9299999999999996,0.7699999999999997,13924.377956227283
heuristic,0.9299999999999996,0.7799999999999997,13958.980010461688
heuristic,0.9299999999999996,0.7899999999999996,13993.861574874518
heuristic,0.9299999999999996,0.7999999999999996,14029.023219317089
heuristic,0.9299999999999996,0.8099999999999996,14064.465579146356
heuristic,0.9299999999999996,0.8199999999999996,14100.189356950536
heuristic,0.9299999999999996,0.8299999999999996,14136.19532423223
heuristic,0.9299999999999996,0.8399999999999996,14172.484323357088
heuristic,0.9299999999999996,0.8499999999999996,14209.057269243393
heuristic,0.9299999999999996,0.8599999999999995,14245.915151471425
heuristic,0.9299999999999996,0.8699999999999996,14283.059036257611
heuristic,0.9299999999999996,0.8799999999999996,14320.49006873747
heuristic,0.9299999999999996,0.8899999999999996,14358.209475318172
heuristic,0.9299999999999996,0.8999999999999996,14396.218566212432
heuristic,0.9299999999999996,0.9099999999999996,14434.518738190864
heuristic,0.9299999999999996,0.9199999999999996,14473.111477457893
heuristic,0.9299999999999996,0.9299999999999996,14511.998362869586
heuristic,0.9299999999999996,0.9399999999999996,14551.181069224478
heuristic,0.9299999999999996,0.9499999999999995,14590.66137080795
heuristic,0.9299999999999996,0.9599999999999995,14630.441145318146
heuristic,0.9299999999999996,0.9699999999999995,14670.522377731611
heuristic,0.9299999999999996,0.9799999999999995,14710.90716475337
heuristic,0.9299999999999996,0.9899999999999995,14751.597719301162
heuristic,0.9399999999999996,0.1,12174.989717901335
heuristic,0.9399999999999996,0.11,12197.707505632348
heuristic,0.9399999999999996,0.12,12220.324462710596
heuristic,0.9399999999999996,0.13,12242.852562784865
heuristic,0.9399999999999996,0.13999999999999999,12265.300638006802
heuristic,0.9399999999999996,0.14999999999999997,12287.676757776715
heuristic,0.9399999999999996,0.15999999999999998,12309.989629767058
heuristic,0.9399999999999996,0.16999999999999998,12332.249310382507
heuristic,0.9399999999999996,0.17999999999999997,12354.467458213061
heuristic,0.9399999999999996,0.18999999999999995,12376.657303523265
heuristic,0.9399999999999996,0.19999999999999996,12398.833454599844
heuristic,0.9399999999999996,0.20999999999999996,12421.011622019809
heuristic,0.9399999999999996,0.21999999999999995,12443.20831321021
heuristic,0.9399999999999996,0.22999999999999995,12465.440529446128
heuristic,0.9399999999999996,0.23999999999999994,12487.725484233031
heuristic,0.9399999999999996,0.24999999999999992,12510.080352919582
heuristic,0.9399999999999996,0.2599999999999999,12532.52205771652
heuristic,0.9399999999999996,0.2699999999999999,12555.06708885234
heuristic,0.9399999999999996,0.2799999999999999,12577.73136033077
heuristic,0.9399999999999996,0.2899999999999999,12600.530097655605
heuristic,0.9399999999999996,0.29999999999999993,12623.477754245694
heuristic,0.9399999999999996,0.30999999999999994,12646.587953118347
heuristic,0.9399999999999996,0.3199999999999999,12669.873450332845
heuristic,0.9399999999999996,0.32999999999999985,12693.346116991574
heuristic,0.9399999999999996,0.33999999999999986,12717.016936701622
heuristic,0.9399999999999996,0.34999999999999987,12740.896015831035
heuristic,0.9399999999999996,0.3599999999999999,12764.992603995444
heuristic,0.9399999999999996,0.3699999999999999,12789.315122687025
heuristic,0.9399999999999996,0.3799999999999999,12813.871200182459
heuristic,0.9399999999999996,0.3899999999999999,12838.667710991976
heuristic,0.9399999999999996,0.3999999999999998,12863.710818553303
heuristic,0.9399999999999996,0.4099999999999998,12889.006020014642
heuristic,0.9399999999999996,0.4199999999999998,12914.558191997718
heuristic,0.9399999999999996,0.4299999999999998,12940.371636679236
heuristic,0.9399999999999996,0.43999999999999984,12966.45012743629
heuristic,0.9399999999999996,0.44999999999999984,12992.796953541732
heuristic,0.9399999999999996,0.45999999999999985,13019.414963561738
heuristic,0.9399999999999996,0.46999999999999986,13046.306607011917
heuristic,0.9399999999999996,0.47999999999999976,13073.473974154671
heuristic,0.9399999999999996,0.48999999999999977,13100.918833722015
heuristic,0.9399999999999996,0.4999999999999998,13128.64266846913
heuristic,0.9399999999999996,0.5099999999999998,13156.646708476237
heuristic,0.9399999999999996,0.5199999999999998,13184.931962265167
heuristic,0.9399999999999996,0.5299999999999998,13213.499245632273
heuristic,0.9399999999999996,0.5399999999999998,13242.349208358957
heuristic,0.9399999999999996,0.5499999999999998,13271.482358763176
heuristic,0.9399999999999996,0.5599999999999997,13300.899086275627
heuristic,0.9399999999999996,0.5699999999999997,13330.599682042739
heuristic,0.9399999999999996,0.5799999999999997,13360.58435769648
heuristic,0.9399999999999996,0.5899999999999997,13390.853262421073
heuristic,0.9399999999999996,0.5999999999999998,13421.406498382787
heuristic,0.9399999999999996,0.6099999999999998,13452.244134663162
heuristic,0.9399999999999996,0.6199999999999998,13483.366219808371
heuristic,0.9399999999999996,0.6299999999999997,13514.772793060747
heuristic,0.9399999999999996,0.6399999999999997,13546.463894459006
heuristic,0.9399999999999996,0.6499999999999997,13578.439573803811
heuristic,0.9399999999999996,0.6599999999999997,13610.69989871868
heuristic,0.9399999999999996,0.6699999999999997,13643.244961761311
heuristic,0.9399999999999996,0.6799999999999997,13676.074886791946
heuristic,0.9399999999999996,0.6899999999999997,13709.189834591714
heuristic,0.9399999999999996,0.6999999999999996,13742.590007934597
heuristic,0.9399999999999996,0.7099999999999996,13776.275656015512
heuristic,0.9399999999999996,0.7199999999999996,13810.247078463179
heuristic,0.9399999999999996,0.7299999999999996,13844.504628943674
heuristic,0.9399999999999996,0.7399999999999997,13879.048718365002
heuristic,0.9399999999999996,0.7499999999999997,13913.879817887686
heuristic,0.9399999999999996,0.7599999999999997,13948.998461609403
heuristic,0.9399999999999996,0.7699999999999997,13984.405249114374
heuristic,0.9399999999999996,0.7799999999999997,14020.100847866932
heuristic,0.9399999999999996,0.7899999999999996,14056.085995540207
heuristic,0.9399999999999996,0.7999999999999996,14092.361502257809
heuristic,0.9399999999999996,0.8099999999999996,14128.928252846381
heuristic,0.9399999999999996,0.8199999999999996,14165.787209060472
heuristic,0.9399999999999996,0.8299999999999996,14202.939411937748
heuristic,0.9399999999999996,0.8399999999999996,14240.385984112609
heuristic,0.9399999999999996,0.8499999999999996,14278.12813233322
heuristic,0.9399999999999996,0.8599999999999995,14316.167150034766
heuristic,0.9399999999999996,0.8699999999999996,14354.504420107933
heuristic,0.9399999999999996,0.8799999999999996,14393.141417745586
heuristic,0.9399999999999996,0.8899999999999996,14432.079713584279
heuristic,0.9399999999999996,0.8999999999999996,14471.320976918765
heuristic,0.9399999999999996,0.9099999999999996,14510.86697920508
heuristic,0.9399999999999996,0.9199999999999996,14550.719597734651
heuristic,0.9399999999999996,0.9299999999999996,14590.880819559072
heuristic,0.9399999999999996,0.9399999999999996,14631.352745596143
heuristic,0.9399999999999996,0.9499999999999995,14672.13759508598
heuristic,0.9399999999999996,0.9599999999999995,14713.237710088646
heuristic,0.9399999999999996,0.9699999999999995,14754.655560565525
heuristic,0.9399999999999996,0.9799999999999995,14796.393749368495
heuristic,0.9399999999999996,0.9899999999999995,14838.45501760494
heuristic,0.9499999999999995,0.1,12181.09671832604
heuristic,0.9499999999999995,0.11,12204.331791679928
heuristic,0.9499999999999995,0.12,12227.477269701883
heuristic,0.9499999999999995,0.13,12250.54539518738
heuristic,0.9499999999999995,0.13999999999999999,12273.545346754054
heuristic,0.9499999999999995,0.14999999999999997,12296.48554497068
heuristic,0.9499999999999995,0.15999999999999998,12319.375006736578
heuristic,0.9499999999999995,0.16999999999999998,12342.22402868378
heuristic,0.9499999999999995,0.17999999999999997,12365.04442767164
heuristic,0.9499999999999995,0.18999999999999995,12387.849506836093
heuristic,0.9499999999999995,0.19999999999999996,12410.653864704496
heuristic,0.9499999999999995,0.20999999999999996,12433.473126092866
heuristic,0.9499999999999995,0.21999999999999995,12456.323645373093
heuristic,0.9499999999999995,0.22999999999999995,12479.222213247887
heuristic,0.9499999999999995,0.23999999999999994,12502.18578510826
heuristic,0.9499999999999995,0.24999999999999992,12525.231240368632
heuristic,0.9499999999999995,0.2599999999999999,12548.375176689866
heuristic,0.9499999999999995,0.2699999999999999,12571.633739562787
heuristic,0.9499999999999995,0.2799999999999999,12595.022485691805
heuristic,0.9499999999999995,0.2899999999999999,12618.556277465399
heuristic,0.9499999999999995,0.29999999999999993,12642.249205286153
heuristic,0.9499999999999995,0.30999999999999994,12666.114534289332
heuristic,0.9499999999999995,0.3199999999999999,12690.164672089222
heuristic,0.9499999999999995,0.32999999999999985,12714.411154313548
heuristic,0.9499999999999995,0.33999999999999986,12738.864644991083
heuristic,0.9499999999999995,0.34999999999999987,12763.53494903479
heuristic,0.9499999999999995,0.3599999999999999,12788.431034452757
heuristic,0.9499999999999995,0.3699999999999999,12813.561062367258
heuristic,0.9499999999999995,0.3799999999999999,12838.932422604777
heuristic,0.9499999999999995,0.3899999999999999,12864.55177372412
heuristic,0.9499999999999995,0.3999999999999998,12890.42508587085
heuristic,0.9499999999999995,0.4099999999999998,12916.557685436876
heuristic,0.9499999999999995,0.4199999999999998,12942.954300544716
heuristic,0.9499999999999995,0.4299999999999998,12969.61910665498
heuristic,0.9499999999999995,0.43999999999999984,12996.555771545849
heuristic,0.9499999999999995,0.44999999999999984,13023.767499330668
heuristic,0.9499999999999995,0.45999999999999985,13051.257072978911
heuristic,0.9499999999999995,0.46999999999999986,13079.026895146664
heuristic,0.9499999999999995,0.47999999999999976,13107.07902702445
heuristic,0.9499999999999995,0.48999999999999977,13135.415225187162
heuristic,0.9499999999999995,0.4999999999999998,13164.036976166515
heuristic,0.9499999999999995,0.5099999999999998,13192.945528888402
heuristic,0.9499999999999995,0.5199999999999998,13222.14192485507
heuristic,0.9499999999999995,0.5299999999999998,13251.627026161821
heuristic,0.9499999999999995,0.5399999999999998,13281.401541355272
heuristic,0.9499999999999995,0.5499999999999998,13311.466049259996
heuristic,0.9499999999999995,0.5599999999999997,13341.821020794407
heuristic,0.9499999999999995,0.5699999999999997,13372.466838927327
heuristic,0.9499999999999995,0.5799999999999997,13403.403816850903
heuristic,0.9499999999999995,0.5899999999999997,13434.632214477997
heuristic,0.9499999999999995,0.5999999999999998,13466.15225343628
heuristic,0.9499999999999995,0.6099999999999998,13497.96413051729
heuristic,0.9499999999999995,0.6199999999999998,13530.068029893106
heuristic,0.9499999999999995,0.6299999999999997,13562.464134050835
heuristic,0.9499999999999995,0.6399999999999997,13595.152633611577
heuristic,0.9499999999999995,0.6499999999999997,13628.133736193984
heuristic,0.9499999999999995,0.6599999999999997,13661.407674257629
heuristic,0.9499999999999995,0.6699999999999997,13694.974712177436
heuristic,0.9499999999999995,0.6799999999999997,13728.835152623145
heuristic,0.9499999999999995,0.6899999999999997,13762.989342247676
heuristic,0.9499999999999995,0.6999999999999996,13797.437676739495
heuristic,0.9499999999999995,0.7099999999999996,13832.180605475429
heuristic,0.9499999999999995,0.7199999999999996,13867.218635743098
heuristic,0.9499999999999995,0.7299999999999996,13902.552336517907
heuristic,0.9499999999999995,0.7399999999999997,13938.182342024194
heuristic,0.9499999999999995,0.7499999999999997,13974.109354991097
heuristic,0.9499999999999995,0.7599999999999997,14010.334149797274
heuristic,0.9499999999999995,0.7699999999999997,14046.857575352342
heuristic,0.9499999999999995,0.7799999999999997,14083.680557998265
heuristic,0.9499999999999995,0.7899999999999996,14120.804104304718
heuristic,0.9499999999999995,0.7999999999999996,14158.229303752312
heuristic,0.9499999999999995,0.8099999999999996,14195.957331720156
heuristic,0.9499999999999995,0.8199999999999996,14233.989452140579
heuristic,0.9499999999999995,0.8299999999999996,14272.327020449944
heuristic,0.9499999999999995,0.8399999999999996,14310.97148670938
heuristic,0.9499999999999995,0.8499999999999996,14349.924398633208
heuristic,0.9499999999999995,0.8599999999999995,14389.187404914524
heuristic,0.9499999999999995,0.8699999999999996,14428.76225873827
heuristic,0.9499999999999995,0.8799999999999996,14468.650821301546
heuristic,0.9499999999999995,0.8899999999999996,14508.85506581159
heuristic,0.9499999999999995,0.8999999999999996,14549.377081383256
heuristic,0.9499999999999995,0.9099999999999996,14590.219077402062
heuristic,0.9499999999999995,0.9199999999999996,14631.38338797019
heuristic,0.9499999999999995,0.9299999999999996,14672.872476764089
heuristic,0.9499999999999995,0.9399999999999996,14714.688941877723
heuristic,0.9499999999999995,0.9499999999999995,14756.835521174835
heuristic,0.9499999999999995,0.9599999999999995,14799.315097765975
heuristic,0.9499999999999995,0.9699999999999995,14842.130705772897
heuristic,0.9499999999999995,0.9799999999999995,14885.285536400117
heuristic,0.9499999999999995,0.9899999999999995,14928.782944208024
heuristic,0.9599999999999995,0.1,12188.403752947765
heuristic,0.9599999999999995,0.11,12212.17003332208
heuristic,0.9599999999999995,0.12,12235.858073843154
heuristic,0.9599999999999995,0.13,12259.480366338428
heuristic,0.9599999999999995,0.13999999999999999,12283.04641208141
heuristic,0.9599999999999995,0.14999999999999997,12306.564957981229
heuristic,0.9599999999999995,0.15999999999999998,12330.045306186557
heuristic,0.9599999999999995,0.16999999999999998,12353.49797173378
heuristic,0.9599999999999995,0.17999999999999997,12376.934910883629
heuristic,0.9599999999999995,0.18999999999999995,12400.369484182545
heuristic,0.9599999999999995,0.19999999999999996,12423.816268601595
heuristic,0.9599999999999995,0.20999999999999996,12447.290795067196
heuristic,0.9599999999999995,0.21999999999999995,12470.809260363585
heuristic,0.9599999999999995,0.22999999999999995,12494.388243502246
heuristic,0.9599999999999995,0.23999999999999994,12518.044443810062
heuristic,0.9599999999999995,0.24999999999999992,12541.794449734365
heuristic,0.9599999999999995,0.2599999999999999,12565.654541958005
heuristic,0.9599999999999995,0.2699999999999999,12589.64053114239
heuristic,0.9599999999999995,0.2799999999999999,12613.76762860711
heuristic,0.9599999999999995,0.2899999999999999,12638.050347320506
heuristic,0.9599999999999995,0.29999999999999993,12662.502429760856
heuristic,0.9599999999999995,0.30999999999999994,12687.136799575874
heuristic,0.9599999999999995,0.3199999999999999,12711.965533255778
heuristic,0.9599999999999995,0.32999999999999985,12736.99984906434
heuristic,0.9599999999999995,0.33999999999999986,12762.25011008878
heuristic,0.9599999999999995,0.34999999999999987,12787.725838843988
heuristic,0.9599999999999995,0.3599999999999999,12813.435741122472
heuristic,0.9599999999999995,0.3699999999999999,12839.387737014054
heuristic,0.9599999999999995,0.3799999999999999,12865.588997386982
heuristic,0.9599999999999995,0.3899999999999999,12892.045984207678
heuristic,0.9599999999999995,0.3999999999999998,12918.764493532335
heuristic,0.9599999999999995,0.4099999999999998,12945.749700023654
heuristic,0.9599999999999995,0.4199999999999998,12973.006202061608
heuristic,0.9599999999999995,0.4299999999999998,13000.53806689677
heuristic,0.9599999999999995,0.43999999999999984,13028.348874948664
heuristic,0.9599999999999995,0.44999999999999984,13056.44176309162
heuristic,0.9599999999999995,0.45999999999999985,13084.819466393907
heuristic,0.9599999999999995,0.46999999999999986,13113.484358072108
heuristic,0.9599999999999995,0.47999999999999976,13142.438487490303
heuristic,0.9599999999999995,0.48999999999999977,13171.68361608575
heuristic,0.9599999999999995,0.4999999999999998,13201.221251052602
heuristic,0.9599999999999995,0.5099999999999998,13231.052676980426
heuristic,0.9599999999999995,0.5199999999999998,13261.178985139326
heuristic,0.9599999999999995,0.5299999999999998,13291.601100690916
heuristic,0.9599999999999995,0.5399999999999998,13322.319807852895
heuristic,0.9599999999999995,0.5499999999999998,13353.335772955023
heuristic,0.9599999999999995,0.5599999999999997,13384.649565649934
heuristic,0.9599999999999995,0.5699999999999997,13416.261678254588
heuristic,0.9599999999999995,0.5799999999999997,13448.172543383253
heuristic,0.9599999999999995,0.5899999999999997,13480.382549997903
heuristic,0.9599999999999995,0.5999999999999998,13512.892057949863
heuristic,0.9599999999999995,0.6099999999999998,13545.701411134654
heuristic,0.9599999999999995,0.6199999999999998,13578.810949348443
heuristic,0.9599999999999995,0.6299999999999997,13612.221019066576
heuristic,0.9599999999999995,0.6399999999999997,13645.931983082763
heuristic,0.9599999999999995,0.6499999999999997,13679.944229168876
heuristic,0.9599999999999995,0.6599999999999997,13714.258178051368
heuristic,0.9599999999999995,0.6699999999999997,13748.874290309244
heuristic,0.9599999999999995,0.6799999999999997,13783.793072979852
heuristic,0.9599999999999995,0.6899999999999997,13819.0150851853
heuristic,0.9599999999999995,0.6999999999999996,13854.540943518416
heuristic,0.9599999999999995,0.7099999999999996,13890.371326832055
heuristic,0.9599999999999995,0.7199999999999996,13926.506980751632
heuristic,0.9599999999999995,0.7299999999999996,13962.94872170398
heuristic,0.9599999999999995,0.7399999999999997,13999.697440968359
heuristic,0.9599999999999995,0.7499999999999997,14036.754108231635
heuristic,0.9599999999999995,0.7599999999999997,14074.119775077905
heuristic,0.9599999999999995,0.7699999999999997,14111.795578625972
heuristic,0.9599999999999995,0.7799999999999997,14149.782744756467
heuristic,0.9599999999999995,0.7899999999999996,14188.082591419727
heuristic,0.9599999999999995,0.7999999999999996,14226.696532099131
heuristic,0.9599999999999995,0.8099999999999996,14265.626079160778
heuristic,0.9599999999999995,0.8199999999999996,14304.872847383778
heuristic,0.9599999999999995,0.8299999999999996,14344.438557534073
heuristic,0.9599999999999995,0.8399999999999996,14384.325040067624
heuristic,0.9599999999999995,0.8499999999999996,14424.534239054063
heuristic,0.9599999999999995,0.8599999999999995,14465.068216189742
heuristic,0.9599999999999995,0.8699999999999996,14505.92915503345
heuristic,0.9599999999999995,0.8799999999999996,14547.119365490402
heuristic,0.9599999999999995,0.8899999999999996,14588.641288391067
heuristic,0.9599999999999995,0.8999999999999996,14630.49750048216
heuristic,0.9599999999999995,0.9099999999999996,14672.69071946193
heuristic,0.9599999999999995,0.9199999999999996,14715.223809449675
heuristic,0.9599999999999995,0.9299999999999996,14758.099786543678
heuristic,0.9599999999999995,0.9399999999999996,14801.321824781557
heuristic,0.9599999999999995,0.9499999999999995,14844.893262291156
heuristic,0.9599999999999995,0.9599999999999995,14888.817607753193
heuristic,0.9599999999999995,0.9699999999999995,14933.098547058396
heuristic,0.9599999999999995,0.9799999999999995,14977.739950412488
heuristic,0.9599999999999995,0.9899999999999995,15022.745879538554
heuristic,0.9699999999999995,0.1,12196.907485643387
heuristic,0.9699999999999995,0.11,12221.218997904438
heuristic,0.9699999999999995,0.12,12245.463747843278
heuristic,0.9699999999999995,0.13,12269.654457424029
heuristic,0.9699999999999995,0.13999999999999999,12293.800928437893
heuristic,0.9699999999999995,0.14999999999999997,12317.912211189754
heuristic,0.9699999999999995,0.15999999999999998,12341.997871051608
heuristic,0.9699999999999995,0.16999999999999998,12366.068621604602
heuristic,0.9699999999999995,0.17999999999999997,12390.136541563483
heuristic,0.9699999999999995,0.18999999999999995,12414.21503530972
heuristic,0.9699999999999995,0.19999999999999996,12438.318648223796
heuristic,0.9699999999999995,0.20999999999999996,12462.462810869327
heuristic,0.9699999999999995,0.21999999999999995,12486.663559447308
heuristic,0.9699999999999995,0.22999999999999995,12510.937261549278
heuristic,0.9699999999999995,0.23999999999999994,12535.300363756885
heuristic,0.9699999999999995,0.24999999999999992,12559.769169652676
heuristic,0.9699999999999995,0.2599999999999999,12584.359651536615
heuristic,0.9699999999999995,0.2699999999999999,12609.087296029413
heuristic,0.9699999999999995,0.2799999999999999,12633.96698180863
heuristic,0.9699999999999995,0.2899999999999999,12659.012886751834
heuristic,0.9699999999999995,0.29999999999999993,12684.238421239505
heuristic,0.9699999999999995,0.30999999999999994,12709.656184266585
heuristic,0.9699999999999995,0.3199999999999999,12735.277939040994
heuristic,0.9699999999999995,0.32999999999999985,12761.114605002238
heuristic,0.9699999999999995,0.33999999999999986,12787.176263380212
heuristic,0.9699999999999995,0.34999999999999987,12813.472173760561
heuristic,0.9699999999999995,0.3599999999999999,12840.01079938586
heuristic,0.9699999999999995,0.3699999999999999,12866.799839191512
heuristic,0.9699999999999995,0.3799999999999999,12893.84626490691
heuristic,0.9699999999999995,0.3899999999999999,12921.156361717443
heuristic,0.9699999999999995,0.3999999999999998,12948.735771293039
heuristic,0.9699999999999995,0.4099999999999998,12976.589536084806
heuristic,0.9699999999999995,0.4199999999999998,13004.722144107891
heuristic,0.9699999999999995,0.4299999999999998,13033.137573528587
heuristic,0.9699999999999995,0.43999999999999984,13061.839336357101
heuristic,0.9699999999999995,0.44999999999999984,13090.83052097819
heuristic,0.9699999999999995,0.45999999999999985,13120.11383312444
heuristic,0.9699999999999995,0.46999999999999986,13149.69163499435
heuristic,0.9699999999999995,0.47999999999999976,13179.565982402297
heuristic,0.9699999999999995,0.48999999999999977,13209.738659854738
heuristic,0.9699999999999995,0.4999999999999998,13240.211213458548
heuristic,0.9699999999999995,0.5099999999999998,13270.98498163937
heuristic,0.9699999999999995,0.5199999999999998,13302.061123706404
heuristic,0.9699999999999995,0.5299999999999998,13333.440646378922
heuristic,0.9699999999999995,0.5399999999999998,13365.12442815299
heuristic,0.9699999999999995,0.5499999999999998,13397.113241808627
heuristic,0.9699999999999995,0.5599999999999997,13429.407774975192
heuristic,0.9699999999999995,0.5699999999999997,13462.008648996261
heuristic,0.9699999999999995,0.5799999999999997,13494.9164361024
heuristic,0.9699999999999995,0.5899999999999997,13528.13167502954
heuristic,0.9699999999999995,0.5999999999999998,13561.65488524842
heuristic,0.9699999999999995,0.6099999999999998,13595.486579803175
heuristic,0.9699999999999995,0.6199999999999998,13629.627277066465
heuristic,0.9699999999999995,0.6299999999999997,13664.077511241638
heuristic,0.9699999999999995,0.6399999999999997,13698.837841949218
heuristic,0.9699999999999995,0.6499999999999997,13733.908862963362
heuristic,0.9699999999999995,0.6599999999999997,13769.2912100247
heuristic,0.9699999999999995,0.6699999999999997,13804.985568019558
heuristic,0.9699999999999995,0.6799999999999997,13840.992677552862
heuristic,0.9699999999999995,0.6899999999999997,13877.313340924278
heuristic,0.9699999999999995,0.6999999999999996,13913.948427642941
heuristic,0.9699999999999995,0.7099999999999996,13950.898879561713
heuristic,0.9699999999999995,0.7199999999999996,13988.16571571337
heuristic,0.9699999999999995,0.7299999999999996,14025.750036784208
heuristic,0.9699999999999995,0.7399999999999997,14063.653029471003
heuristic,0.9699999999999995,0.7499999999999997,14101.875970628082
heuristic,0.9699999999999995,0.7599999999999997,14140.42023129514
heuristic,0.9699999999999995,0.7699999999999997,14179.28728071095
heuristic,0.9699999999999995,0.7799999999999997,14218.478690263291
heuristic,0.9699999999999995,0.7899999999999996,14257.9961374315
heuristic,0.9699999999999995,0.7999999999999996,14297.841409849101
heuristic,0.9699999999999995,0.8099999999999996,14338.016409377664
heuristic,0.9699999999999995,0.8199999999999996,14378.523156276158
